Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
North Lawndale,29,Multifamily,Park Douglas,1303-15 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,31,1158279.0515851008,1893857.0219043859,41.8644879836,-87.6944350832,"(41.8644879836, -87.6944350832)"
North Lawndale,29,Multifamily,Park Douglas,1313-15 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,4,1158281.7771421236,1893762.4625650083,41.8642284474,-87.694427661,"(41.8642284474, -87.694427661)"
North Lawndale,29,Multifamily,Park Douglas,1317-19 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158282.8734986382,1893724.6338448916,41.8641246191,-87.6944246698,"(41.8641246191, -87.6944246698)"
North Lawndale,29,Multifamily,Park Doulglas,1345 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,17,1158291.0474966373,1893459.9551657317,41.8633981467,-87.6944018945,"(41.8633981467, -87.6944018945)"
North Lawndale,29,Multifamily,Park Douglas,1310-14 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,10,1158535.3447374038,1893803.5607362052,41.8643360428,-87.6934956949,"(41.8643360428, -87.6934956949)"
North Lawndale,29,Multifamily,Park Douglas,1302-06 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,5,1158533.5068019812,1893871.3403038937,41.8645220745,-87.6935005875,"(41.8645220745, -87.6935005875)"
North Lawndale,29,Multifamily,Park Douglas,1262-1300 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158531.9308701965,1893930.09460845,41.8646833345,-87.6935047653,"(41.8646833345, -87.6935047653)"
North Lawndale,29,Multifamily,Park Douglas,1256-60 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,1,1158530.365059028,1893988.1931695833,41.8648427949,-87.6935089238,"(41.8648427949, -87.6935089238)"
North Lawndale,29,Multifamily,Park Douglas,2707 W. 12th St.,60808,773-893-4800,Interstate Realty Management Co.,5,1158459.3701222315,1894563.6132195925,41.8664232575,-87.6937538097,"(41.8664232575, -87.6937538097)"
North Lawndale,29,Multifamily,Park Douglas,1224 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,31,1158521.5169877005,1894293.8494897592,41.8656817278,-87.6935330428,"(41.8656817278, -87.6935330428)"
North Lawndale,29,Multifamily,Park Douglas,1218-20 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158519.5699256947,1894367.8003329532,41.8658846962,-87.6935381673,"(41.8658846962, -87.6935381673)"
North Lawndale,29,Multifamily,Park Douglas,2652 W. 12th Pl,60608,773-893-4800,Interstate Realty Management Co.,4,1158622.3984652716,1894325.4581999232,41.8657664016,-87.6931618352,"(41.8657664016, -87.6931618352)"
North Lawndale,29,Multifamily,Park Douglas,2642-44 W. 12 th Pl,60608,773-893-4800,Interstate Realty Management Co.,17,1158736.897402638,1894328.0403686576,41.8657711435,-87.6927414311,"(41.8657711435, -87.6927414311)"
North Lawndale,29,Multifamily,Park Douglas,1220 S. Talman Ave.,60608,773-893-4800,Interstate Realty Management Co.,10,1158851.587031452,1894355.4073302366,41.865843892,-87.6923196475,"(41.865843892, -87.6923196475)"
North Lawndale,29,Multifamily,Park Douglas,2639 W. 12th Pl,60608,773-893-4800,Interstate Realty Management Co.,5,1158801.2980911226,1894249.272043664,41.8655536764,-87.6925071703,"(41.8655536764, -87.6925071703)"
North Park,13,Senior,North Park Village Apts.,5801 N. Pulaski Road,60646,773-478-6890,Elderly Housing Devp. & Operations Corp.,137,1148723.5010362945,1938044.2365664502,41.9859315142,-87.72836921,"(41.9859315142, -87.72836921)"
North Park,13,Senior,Edward M. Marx Apts.,5801 N. Pulaski Road,60646,773-583-4182,Elderly Housing Devp. & Operations Corp.,180,1148723.5010362945,1938044.2365664502,41.9859315142,-87.72836921,"(41.9859315142, -87.72836921)"
North Park,13,Senior,J. Michael Fitzgerald Apts.,5801 N. Pulaski Road,60646,773-588-1725,Elderly Housing Devp. & Operations Corp.,63,1148723.5010362945,1938044.2365664502,41.9859315142,-87.72836921,"(41.9859315142, -87.72836921)"
Norwood Park,10,Senior,Senior Suites of Norwood Park,5700 N. Harlem Ave.,60631,888-339-2315,Senior Lifestyle,84,1127328.8153755069,1937441.8728357102,41.9846662832,-87.8070730079,"(41.9846662832, -87.8070730079)"
Oakland,36,Multifamily,Oakwood Shores Senior Apts.,3750 S. Cottage Grove Ave.,60653,773-373-1300,The Community Builders,76,1181862.3293714053,1880153.551343028,41.8263705668,-87.6082867641,"(41.8263705668, -87.6082867641)"
Oakland,36,Multifamily,Lake Park Crescent,1061 E. 41st Place,60653,773-268-0200,"Draper and Kramer, Inc.",32,1184161.775787701,1877771.78885836,41.8197812878,-87.5999252673,"(41.8197812878, -87.5999252673)"
Oakland,36,Senior,Oakwood Shores Terrace,3755 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",148,1181955.520136621,1880134.9315073378,41.826317314,-87.6079454471,"(41.826317314, -87.6079454471)"
Oakland,36,Multifamily,Lakefront Phase II,1060 E. 41st St.,60653,773-548-8795,"Urban Property Advisors, LLC",81,1184020.7643254544,1877980.7112262547,41.820357887,-87.6004360121,"(41.820357887, -87.6004360121)"
Oakland,36,Multifamily,Lakefront Phase II,1140 E. 42nd Pl,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184665.3797816306,1877176.162145845,41.8181350367,-87.598096559,"(41.8181350367, -87.598096559)"
Oakland,36,Multifamily,Lakefront Phase II,1106 E. 42nd Pl,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184320.236957846,1877174.699355578,41.8181391197,-87.5993626833,"(41.8181391197, -87.5993626833)"
Oakland,36,Multifamily,Lakefront Phase II,4116 S. Oakenwald Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184335.3568820644,1877697.182885262,41.8195724964,-87.5992908459,"(41.8195724964, -87.5992908459)"
Oakland,36,Multifamily,Lakefront Phase II,4130 S. Oakenwald Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184448.1289726228,1877628.1386261838,41.8193803898,-87.5988793227,"(41.8193803898, -87.5988793227)"
Oakland,36,Multifamily,Lakefront Phase II,4131 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184098.3843568538,1877540.9086956203,41.8191492211,-87.6001650373,"(41.8191492211, -87.6001650373)"
Oakland,36,Multifamily,Lakefront Phase II,4143 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184153.6993964869,1877418.8126280375,41.8188128856,-87.5999659461,"(41.8188128856, -87.5999659461)"
Oakland,36,Multifamily,Lakefront Phase II,1110 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184252.7359458555,1877396.3482699357,41.8187489217,-87.5996033527,"(41.8187489217, -87.5996033527)"
Oakland,36,Multifamily,Lakefront Phase II,1113 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184313.1304418822,1877335.2356509084,41.8185798091,-87.5993837219,"(41.8185798091, -87.5993837219)"
Oakland,36,Multifamily,Lakefront Phase II,1120 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184352.4695753006,1877438.0400388003,41.8188609893,-87.5992361922,"(41.8188609893, -87.5992361922)"
Oakland,36,Multifamily,Lakefront Phase II,1125 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184432.1152419779,1877384.381577096,41.8187118792,-87.5989457091,"(41.8187118792, -87.5989457091)"
Oakland,36,Multifamily,Lakefront Phase II,1128 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184422.5524900467,1877469.6287674855,41.8189460276,-87.5989781156,"(41.8189460276, -87.5989781156)"
Oakland,36,Multifamily,Lakefront Phase II,1137 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184548.9669492804,1877442.5032902623,41.8188686278,-87.5985152379,"(41.8188686278, -87.5985152379)"
Oakland,36,Multifamily,"Oakwood Shrs 1A, 1B, 2A, 2B1 (scattered sites)",3859 S. Vincennes Ave.,60653,773-373-1300,The Community Builders,534,1180730.0957524108,1879250.6926295802,41.8239192007,-87.6124684434,"(41.8239192007, -87.6124684434)"
Portage Park,15,Senior,The Kilpatrick Renaissance,4655 W. Burteau Ave.,60641,773-283-4655,The Renaissance Cos.,98,1144211.7673399127,1927249.5541953251,41.9563963216,-87.7452358895,"(41.9563963216, -87.7452358895)"
Portage Park,15,ARO,4015 Narragansett LLC,4015-23 N. Narragansett Ave.,60634,708-867-3799,Zidan Management Group,2,1133012.8254330996,1926100.1040724448,41.9534456208,-87.7864337467,"(41.9534456208, -87.7864337467)"
Pullman,50,Multifamily,Pullman Wheelworks,901 E. 104th St.,60628,773-785-1300,Mercy Housing,210,1184202.9371831105,1836150.1831583367,41.7055665942,-87.6010740303,"(41.7055665942, -87.6010740303)"
Pullman,50,Senior,Pullman Suites,15 E. 112th Place,60628,773-840-3993,Triangle & Assoc.,60,1178428.4418867638,1830343.0304133776,41.6897637422,-87.6223950849,"(41.6897637422, -87.6223950849)"
Riverdale,54,Senior,Concordia Apts.,13037 S. Daniel Dr.,60627,773-995-5200,"DRE, Inc.",75,1180294.2738928266,1818758.3719629094,41.6579312533,-87.6159174009,"(41.6579312533, -87.6159174009)"
Rogers Park,1,Supportive Housing,Wayne Street Apts.,6808 N. Wayne Ave.,60626,773-572-5272,The Thresholds,297,1165865.3477642245,1945401.688805442,42.0057709728,-87.6651110904,"(42.0057709728, -87.6651110904)"
Rogers Park,1,Senior,Morse Senior Apts.,6928 N. Wayne Ave.,60626,312-602-6207,Morse Urban Dev.,44,1165843.8983617804,1946058.5134415056,42.0075737709,-87.6651711448,"(42.0075737709, -87.6651711448)"
Rogers Park,1,Senior,James Sneider Apts.,7450 N. Rogers Ave.,60626,773-743-3699,Hispanic Housing Dev. Corp.,57,1163640.7090683652,1949531.1714154778,42.0171497111,-87.6731785733,"(42.0171497111, -87.6731785733)"
Rogers Park,1,Senior,Wayne Senior Housing,6928 N. Wayne Ave.,60626,773-274-0177,CIG Management,119,1165843.8983617804,1946058.5134415056,42.0075737709,-87.6651711448,"(42.0075737709, -87.6651711448)"
Roseland,49,Supportive Housing,Wentworth Commons,11045 S. Wentworth Ave.,60628,773-568-7804,Mercy Housing Lakefront,50,1176951.4016152027,1831516.0158972335,41.6930159121,-87.6277673462,"(41.6930159121, -87.6277673462)"
Roseland,49,Multifamily,Roseland Ridge Apts.,10513 S. Michigan Ave.,60628,773-341-3158,NHS Redevelopment Corp.,51,1178893.6986119405,1835198.53356157,41.7030773785,-87.6205446771,"(41.7030773785, -87.6205446771)"
Roseland,49,Supportive Housing,Holland Apartments,240 W. 107th Place,60628,773-568-3031,Mercy Housing,40,1176448.51184587,1833690.9859369479,41.698995638,-87.6295434504,"(41.698995638, -87.6295434504)"
Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,60628,773-468-6400,Pathway Senior Living,81,1178829.4007118938,1835494.4053217333,41.7038907515,-87.6207711553,"(41.7038907515, -87.6207711553)"
Roseland,49,Senior,Roseland Ridge Senior Apts.,10400-30 S. Michigan Ave.,60628,773-548-8301,Neighborhood Housing Services,124,1178859.4647864362,1836023.490738764,41.7053419518,-87.6206450334,"(41.7053419518, -87.6206450334)"
Roseland,49,Inter-generational,Roseland Village Grand-Family Apts.,63 E. 104th St.,60628,773-468-1901,Mercy Housing,10,1178767.712661875,1835996.4329017526,41.7052697846,-87.6209818377,"(41.7052697846, -87.6209818377)"
South Chicago,46,Senior,Victory Center of South Chicago,3251 E. 92nd St.,60617,773-449-2600,Pathway Senior Living,60,1199523.085420141,1844538.4563788343,41.7282135464,-87.5446927939,"(41.7282135464, -87.5446927939)"
South Chicago,46,Supportive Housing,Bettendorf Place SRO,8425 S. Saginaw Ave.,60617,773-359-4902,Alexian Brothers Bonaventure House,112,1195337.9188801304,1849509.6505140746,41.7419591238,-87.5598598952,"(41.7419591238, -87.5598598952)"
South Chicago,46,Senior,Victory Center of South Chicago,9200 S. Burley Ave.,60617,773-449-2600,Pathway Senior Living,23,1199232.9011781784,1844538.0998224837,41.7282198588,-87.5457557823,"(41.7282198588, -87.5457557823)"
South Chicago,46,Multifamily,Casa Kirk,3200 E. 92nd St.,60617,773-734-2884,Interfaith Housing Corp.,112,1198941.1027295904,1844604.277047114,41.7284087757,-87.546822457,"(41.7284087757, -87.546822457)"
South Deering,51,Senior,Porta Coeli Residence,2260 E. 99th St.,60617,773-374-2470,Catholic Charities,86,1193007.252136006,1839809.524960109,41.7153982408,-87.5687149518,"(41.7153982408, -87.5687149518)"
South Lawndale,30,Multifamily,Casa Sor Juana,2700 S. Drake Ave.,60623,312-850-1935,The Resurrection Project,29,1153098.3021828188,1885797.7278244356,41.842476558,-87.713667149,"(41.842476558, -87.713667149)"
South Lawndale,30,Multifamily,Resurrection Homes,2243 S. Central Park Ave.,60623,312-248-8355,The Resurrection Project,2,1152765.0594937827,1888679.5885914315,41.8503913261,-87.714813899,"(41.8503913261, -87.714813899)"
South lawndale,30,Multifamily,Casa Tabasco,3515-17 W. 23rd St.,60623,312-248-8355,The Resurrection Project,8,1153205.1486497156,1888451.5619384795,41.849756884,-87.713204726,"(41.849756884, -87.713204726)"
South Shore,43,Multifamily,Highlands Tudor Manor,7018 S. Cregier Ave.,60649,773-667-1940,Related Management Co. LP,18,1189376.953607129,1858721.452356422,41.7673820796,-87.5814053802,"(41.7673820796, -87.5814053802)"
South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,60649,773-374-5333,Senior Lifestyle Corp.,87,1196631.9120805236,1854159.4837005038,41.7546866025,-87.5549647165,"(41.7546866025, -87.5549647165)"
South Shore,43,Senior,Rainbow's End,7538 S. Kingston Ave.,60649,773-768-5402,"Urban Property Advisors, LLC",84,1194467.2799732804,1855300.5607110243,41.7578712724,-87.5628598349,"(41.7578712724, -87.5628598349)"
South Shore,43,Senior,Senior Suites of South Shore,2355 E. 67th St.,60649,773-324-2333,Senior Lifestyle Corp.,55,1193073.3229901514,1860960.1627823284,41.7734357917,-87.567783821,"(41.7734357917, -87.567783821)"
South Shore,43,Multifamily,Jeffrey Towers Apts.,7020 S. Jeffrey Blvd.,60649,872-777-4924,Interfaith Housing Corp.,136,1190721.263198273,1858722.629399855,41.7673529546,-87.5764779584,"(41.7673529546, -87.5764779584)"
Uptown,3,Supportive Housing,Major Jenkins Apts.,5012 N. Winthrop Ave.,60640,773-506-3486,Mercy Housing,96,1167919.6152384933,1933730.4380171197,41.9737005572,-87.6578919355,"(41.9737005572, -87.6578919355)"
Uptown,3,Multifamily,Uptown Preservation Apts.,900 W. Windsor Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,160,1169410.7238433592,1930422.9420342208,41.9645923009,-87.6525054366,"(41.9645923009, -87.6525054366)"
Uptown,3,Multifamily,Uptown Preservation Apts.,4431 N. Clifton Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1167869.5114808967,1929704.2639931454,41.9626536881,-87.6581928459,"(41.9626536881, -87.6581928459)"
Uptown,3,Multifamily,Uptown Preservation Apts.,927 W. Wilson Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1169143.7726304997,1930693.0740830055,41.9653393681,-87.653479057,"(41.9653393681, -87.653479057)"
Uptown,3,Multifamily,Malden Arms Apts.,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1166646.8377223643,1931640.3450981718,41.967992713,-87.6626324087,"(41.967992713, -87.6626324087)"
Uptown,3,Multifamily,Sunnyside Kenmore Apts.,847-49 W. Sunnyside Ave.,60640,773-769-3116,"Metroplex, Inc.",83,1169606.6776593295,1930039.3360946288,41.9635353994,-87.6517961908,"(41.9635353994, -87.6517961908)"
Uptown,3,Multifamily,Sunnyside Kenmore Apts.,4130 N. Kenmore Ave.,60640,773-769-3116,"Metroplex, Inc.",13,1168380.0304702325,1927860.1940091166,41.9575824413,-87.6563694357,"(41.9575824413, -87.6563694357)"
Uptown,3,Senior,Wilson Yard Senior Apts.,1032 W. Montrose Ave,60613,866-227-0438,Holsten Real Estate Dev. Corp.,13,1168438.959159473,1929421.6495916455,41.9618658533,-87.6561074284,"(41.9618658533, -87.6561074284)"
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habitat Co.,98,1168292.8321203333,1934023.2899432692,41.9744960685,-87.6565110221,"(41.9744960685, -87.6565110221)"
Uptown,3,Supportive Housing,Harold Washington Apts.,4946 N. Sheridan Road,60640,312-447-4621,Mercy Housing,100,1168689.9333343573,1933461.5872546497,41.9729461221,-87.6550671247,"(41.9729461221, -87.6550671247)"
Uptown,3,Multifamily,850 Eastwood,850 W. Eastwood Ave.,60640,773-275-6877,Mercy Housing,69,1169619.1131885468,1931130.1859241405,41.9665284532,-87.6517185639,"(41.9665284532, -87.6517185639)"
Uptown,3,Senior,Ruth Shriman House,4040 N. Sheridan Road,60613,773-665-2210,Interfaith Housing Corp.,231,1168832.7496225224,1927172.3028950733,41.9556850173,-87.6547251281,"(41.9556850173, -87.6547251281)"
Uptown,3,ARO,Somerset Place Apts.,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16,1168763.5591734762,1933706.9211640332,41.9736177254,-87.6547892431,"(41.9736177254, -87.6547892431)"
Uptown,3,Multifamily,Magnolia Court Apts.,4878 N. Magnolia Ave.,60640,773-878-2186,"Park, Inc.",60,1167014.0873062664,1932819.2730910573,41.9712198343,-87.6612480605,"(41.9712198343, -87.6612480605)"
Uptown,3,ARO,4801 N. Ravenswood Ave.,4801 N. Ravenswood Ave.,60640,773-929-7050,Hayes Properties Inc.,4,1163544.4143232377,1931973.6884389692,41.9689734978,-87.6740303236,"(41.9689734978, -87.6740303236)"
Uptown,3,ARO,811 Uptown,811 W. Agatite Ave.,60640,312-402-7784,RL Accelerated,22,1169980.75332239,1929712.3690798064,41.962630019,-87.650430429,"(41.962630019, -87.650430429)"
Washington Heights,73,Senior,Senior Suites of Washington Heights,848 W. 103rd St.,60643,773-233-1333,Senior Lifestyle Corp.,82,1172263.7266894968,1836577.477182002,41.7070094274,-87.6447816603,"(41.7070094274, -87.6447816603)"
Washington Heights,73,Senior,Brainerd Senior Center,8915 S. Loomis St.,60620,773-429-1501,Realty & Mortgage Co.,60,1168602.533575851,1845525.7983164364,41.7316445313,-87.6579318552,"(41.7316445313, -87.6579318552)"
Washington Park,40,People with Disabilities,Urbanite Apartments,5441 S. Michigan Ave.,60615,773-285-3341,Assoc. of Chicago Day School,85,1178127.357872784,1868790.5953475153,41.7952753031,-87.6223343775,"(41.7952753031, -87.6223343775)"
Washington Park,40,People with Disabilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,60637,773-955-5780,Harriet Tubman NFP,25,1178188.1637615676,1866559.6547361617,41.7891520073,-87.6221790762,"(41.7891520073, -87.6221790762)"
Washington Park,40,Multifamily,St. Edmund's Manor,5947 S. Indiana Ave.,60653,773-548-8924,St. Edmund's Manor Ltd.,24,1178662.0563776551,1865432.9159510299,41.7860493567,-87.6204757369,"(41.7860493567, -87.6204757369)"
Washington Park,40,Multifamily,St. Edmund's Village,6253 S. Michigan Ave.,60653,773-493-2411,St. Edmund's Village LP,31,1178307.6971999898,1863372.5987250379,41.7804036945,-87.6218374892,"(41.7804036945, -87.6218374892)"
Washington Park,40,Multifamily,Michigan Plaza (St. Edmund's Plaza),5701 S. Michigan Ave.,60653,773-548-8924,Michigan Plaza LP,230,1178170.3707827867,1867225.8041226729,41.7909803898,-87.6222241137,"(41.7909803898, -87.6222241137)"
Washington Park,40,Multifamily,Harriett Tubman Apts.,5751-59 S. Michigan Ave.,60637,773-752-9760,Brand New Beginnings Inc.,65,1178184.0504477206,1866708.8159741443,41.7895614137,-87.6221896343,"(41.7895614137, -87.6221896343)"
Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,60637,773-752-2331,Interfaith Housing Corp.,28,1179276.0774989587,1868251.4604524123,41.7937697184,-87.6181384856,"(41.7937697184, -87.6181384856)"
Washington Park,40,Multifamily,St. Edmund's Commons,110 E. 60th St.,60637,773-420-3328,St. Edmund's Redevelopment Corp.,54,1178315.9939265617,1865303.0852583789,41.7857009548,-87.6217485015,"(41.7857009548, -87.6217485015)"
Washington Park,40,Senior HUD 202,St. Edmund's Corners,5556 S. Michigan Ave.,60637,773-667-7583,St. Edmund's Redevelopment Corp.,53,1178070.4429785577,1867951.6767417216,41.7929745219,-87.6225685185,"(41.7929745219, -87.6225685185)"
Washington Park,40,Senior,St. Edmund's Tower Annex,6151 S. Michigan Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,34,1178260.9311049972,1864074.9203618995,41.7823319979,-87.6219876398,"(41.7823319979, -87.6219876398)"
Washington Park,40,Multifamily,St. Edmund's Oasis,6100-24 S. Prairie Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,27,1179047.0737345417,1864591.0977350238,41.7837305569,-87.6190897249,"(41.7837305569, -87.6190897249)"
Washington Park,40,Multifamily,St. Edmund's Oasis,215 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,5,1178814.519628001,1864578.624918864,41.7837016281,-87.6199427242,"(41.7837016281, -87.6199427242)"
Washington Park,40,Multifamily,St. Edmund's Oasis,300-10 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,12,1179107.395470421,1864667.2956781546,41.7839382764,-87.6188662443,"(41.7839382764, -87.6188662443)"
Washington Park,40,Multifamily,St. Edmund's Oasis,6143-51 S. Indiana Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,14,1178697.321945643,1864156.9100534234,41.782547068,-87.6203852293,"(41.782547068, -87.6203852293)"
Washington Park,40,Senior,TRC Senior Village I,346 E. 53rd St.,60615,773-924-9270,The Renaissance Collaborative,35,1179447.490115856,1869994.8980902864,41.7985499558,-87.6174566934,"(41.7985499558, -87.6174566934)"
West Englewood,67,Multifamily,Clara Temple Hampton Residence,1656 W. 63rd St.,60636,773-778-2884,West Englewood Dev. Org.,71,1166121.3452266525,1862956.6860697763,41.779530386,-87.6665265092,"(41.779530386, -87.6665265092)"
West Englewood,67,Multifamily,Clara's Village,2115 W. 63rd St,60636,773-434-4929,Interfaith Housing Corp.,13,1163257.2027996134,1862800.706640397,41.7791628235,-87.6770311971,"(41.7791628235, -87.6770311971)"
West Elsdon,62,Multifamily,Park Place Family Apts.,3630 W. 51st St.,60632,773-767-7260,"Leasing and Management Co., Inc.",78,1152916.2720683936,1870602.658884233,41.8007828624,-87.7147366177,"(41.8007828624, -87.7147366177)"
West Garfield Park,26,Supportive Housing,The Rebecca Johnson Apts.,2822 W. Jackson Blvd.,60612,773-638-6393,Deborah's Place Ltd.,52,1157527.9754137222,1898606.336367213,41.8775358858,-87.6970630483,"(41.8775358858, -87.6970630483)"
West Garfield Park,26,Senior,Fannie Emanuel Apts.,3916 W. Washington Blvd.,60624,312-913-5812,McCormack Baron Management Inc.,181,1150182.6404532283,1900168.6427465347,41.8819692864,-87.7239926128,"(41.8819692864, -87.7239926128)"
West Garfield Park,26,Senior,Midwest Apts.,6 N. Hamlin Blvd.,60624,773-265-0323,Holsten Management Corp.,276,1151025.5258227233,1899809.6195115987,41.8809676236,-87.7209069325,"(41.8809676236, -87.7209069325)"
West Lawn,65,Seniors,Senior Suites of Midway Village,6800 S. Keating Ave.,60629,888-339-2315,Senior Lifestyle Corp.,89,1145974.0736370576,1859144.9235298105,41.7694752347,-87.740486055,"(41.7694752347, -87.740486055)"
West Pullman,53,Supportive Housing,Hancock House,12045 S. Emerald Ave.,60628,773-568-3000,Source Works Development,90,1173523.536248522,1824810.0626359796,41.6746900779,-87.6405148423,"(41.6746900779, -87.6405148423)"
West Pullman,53,Senior,All Saints Senior Residence,11701 S. State St.,60628,312-655-7440,Catholic Charities Housing Devp.,42,1178389.4962318172,1827364.1359557654,41.6815900986,-87.6226276337,"(41.6815900986, -87.6226276337)"
West Pullman,53,Senior,Kennedy Jordan Manor,825 W. 118th St.,60643,773-568-2929,Source Works Management,70,1172827.4538324198,1826559.7203958414,41.679506755,-87.6430113027,"(41.679506755, -87.6430113027)"
West Ridge,2,Senior,G & A Senior Residences at Ravenswood,1818 W. Peterson Ave.,60660,773-381-7400,Eastgate Village Senior Corp.,89,1162949.471947985,1939941.1893128548,41.9908491577,-87.6759930884,"(41.9908491577, -87.6759930884)"
West Ridge,2,Senior,West Ridge Senior Apts.,6142 N. California Ave.,60659,773-381-7400,West Ridge Senior Corp.,117,1156512.510358117,1940837.410770179,41.9934415657,-87.6996454249,"(41.9934415657, -87.6996454249)"
West Ridge,2,Senior,Lincoln Village Senior Apts.,6057 N. Lincoln Ave.,60659,773-338-5900,Perlmark Realty Management,99,1153825.546749503,1940243.3793156522,41.9918656495,-87.7095450826,"(41.9918656495, -87.7095450826)"
West Ridge,2,ARO,"5822 North Western, LLC",5822 N. Western Ave.,60659,773-572-2755,Chicago Apartment Finders,2,1159227.225101105,1938700.5085265036,41.9875222634,-87.6897187055,"(41.9875222634, -87.6897187055)"
West Ridge,2,ARO,Joy Plaza Residences,6411 N. Rockwell Ave.,60645,224-534-9361,Devon NJ LLC,3,1157863.1592300457,1942516.7367385654,41.9980221693,-87.6946311267,"(41.9980221693, -87.6946311267)"
West Town,24,Supportive Housing,Wicker Park Renaissance,1527-31 N. Wicker Park Ave.,60622,773-278-8602,"RRG Development, Inc.",102,1162934.3186359087,1910028.9463462443,41.9087687359,-87.6768915182,"(41.9087687359, -87.6768915182)"
West Town,24,Multifamily,Paseo Boricua Apts.,1154 N. Campbell St.,60622,312-602-6500,Hispanic Housing Dev. Corp.,61,1159482.2925512826,1907856.1047262773,41.902878079,-87.6896325219,"(41.902878079, -87.6896325219)"
West Town,24,Multifamily,La Estancia,2753 W. Division St.,60622,773-227-6332,Bickerdike Redevelopment Corp.,59,1157605.9794619114,1907820.4806240404,41.902818751,-87.6965255554,"(41.902818751, -87.6965255554)"
West Town,24,Multifamily,North and Talman Family Apts.,2654 W. North Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,30,1158184.4012101176,1910570.9607547983,41.9103544922,-87.6943256397,"(41.9103544922, -87.6943256397)"
West Town,24,Senior,North & Talman Elderly Apts.,1600 N. Talman Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,24,1158416.9732462608,1910568.8103786097,41.9103438337,-87.6934713169,"(41.9103438337, -87.6934713169)"
West Town,24,Multifamily,Boulevard Court Family Housing,1723-33 N. Humboldt Blvd.,60647,773-486-7410,Hispanic Housing Dev. Corp.,52,1156143.3102157223,1911450.1899551263,41.9128086528,-87.701800063,"(41.9128086528, -87.701800063)"
West Town,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,60647,773-602-2888,Hispanic Housing Dev. Corp.,18,1158163.0704036378,1910570.5211780062,41.9103537221,-87.694404013,"(41.9103537221, -87.694404013)"
West Town,24,Multifamily,Borinquen Bella Apts.,"1414,1451 N. Washtenaw Ave.",60622,773-276-5338,LUCHA,23,1158113.714130638,1909378.978040771,41.9070850396,-87.6946179242,"(41.9070850396, -87.6946179242)"
West Town,24,Multifamily,Borinquen Bella Apts.,"1318,1456 N. Rockwell Ave.",60622,773-276-5338,LUCHA,24,1158786.7043239924,1908791.0712498028,41.905457998,-87.6921618816,"(41.905457998, -87.6921618816)"
